API_WellNo,OpNo,CoName,Well_Nm,Well_Typ,Type,Wl_Status,Status,Wh_Sec,Wh_Twpn,Wh_Twpd,Wh_RngN,Wh_RngD,Wh_Qtr,Wh_FtNS,Wh_Ns,Wh_FtEW,Wh_EW,Slant,Reg_Field_No,Reg_Field,Stat_Field_No,Stat_Field,Dt_APD,Dt_Cmp,Elev_KB,DTD
25083233570000,727,"Kraken Operating, LLC",Eagle 4-9  #5H,OIL,Oil,PR,Producing,4,25,N,59,E, NW NE,375.0,N,1758.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-10-10 00:00:00,2019-03-23 00:00:00,2268.0,20910.0
25083229430000,6980,Slawson Exploration Company Inc,Pilum  1-24H,OIL,Oil,AX,P&A - Approved,24,21,N,59,E, NW NW,250.0,N,275.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-02-03 00:00:00,2012-10-17 00:00:00,2149.0,15290.0
25083232560000,404,Whiting Oil and Gas Corporation,Buxbaum  21-5-1H,OIL,Oil,PR,Producing,5,24,N,60,E,  ,260.0,N,1685.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-04-28 00:00:00,2015-02-10 00:00:00,1983.0,21780.0
25025223060000,664,"Denbury Onshore, LLC",Coral Creek  22-14CCH,OIL,Oil,PR,Producing,14,6,N,60,E, SE NW,1965.0,N,2080.0,W,H,5700,Lookout Butte,5700,Lookout Butte,2004-01-07 00:00:00,2004-06-24 00:00:00,3090.0,12545.0
25083224740000,1550,Continental Resources Inc,Jean Pierre  1-2H,OIL,Oil,PR,Producing,2,25,N,54,E, NE NE,450.0,N,350.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-17 00:00:00,2006-09-28 00:00:00,2224.0,15253.0
25025216030000,664,"Denbury Onshore, LLC",ELOB  12-1SH,EOR,"Injection, EOR",IA,Active Injection,1,6,N,60,E, SW NW,2180.0,N,655.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1996-05-21 00:00:00,1996-10-17 00:00:00,3000.0,11868.0
25025214630000,664,"Denbury Onshore, LLC",ELOB  12-1H,EOR,"Injection, EOR",IA,Active Injection,1,6,N,60,E, SW NW,2160.0,N,320.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1988-04-04 00:00:00,1988-08-26 00:00:00,3001.0,10586.0
25083230860000,1550,Continental Resources Inc,Charlie  1-5H,OIL,Oil,PR,Producing,5,25,N,54,E, SW SW,725.0,S,200.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-11-09 00:00:00,2013-03-08 00:00:00,2256.0,19475.0
25083226960000,580,XTO Energy Inc.,Scheetz  31X-19,OIL,Oil,PR,Producing,19,22,N,60,E, NW NE,204.0,N,1714.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-09-13 00:00:00,2008-02-01 00:00:00,1976.0,15185.0
25083232150000,404,Whiting Oil and Gas Corporation,Sundheim  21-27-3H,OIL,Oil,PR,Producing,27,25,N,58,E, NE NW,440.0,N,1980.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-12-17 00:00:00,2014-07-10 00:00:00,2229.0,20478.0
25083232350000,1550,Continental Resources Inc,Marla  4-2H,OIL,Oil,PR,Producing,2,23,N,55,E, SW SE,270.0,S,1845.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2014-02-25 00:00:00,2014-08-28 00:00:00,2641.0,20180.0
25083222460000,1550,Continental Resources Inc,Marla  1-35H,OIL,Oil,PR,Producing,35,24,N,55,E, SW SW,1000.0,S,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-11-24 00:00:00,2005-06-21 00:00:00,2653.0,15750.0
25087217460000,892,"Bluebird Energy, LLC",Golden Monkey  1H,OIL,Oil,SI,Shut In,16,11,N,34,E, SE SW,250.0,S,1422.0,W,H,11087,"Wildcat Rosebud, N",11087,"Wildcat Rosebud, N",2019-07-29 00:00:00,2019-10-02 00:00:00,3081.0,13088.0
25083224910000,118,Enerplus Resources USA Corporation,Lone Tree-Bob  12-13-HLID3,OIL,Oil,PR,Producing,12,23,N,56,E, SW SW,281.0,S,1059.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-05-18 00:00:00,2006-09-15 00:00:00,2582.0,15881.0
25025217290000,664,"Denbury Onshore, LLC",ELOB  44-4SH,OIL,Oil,PR,Producing,4,6,N,61,E, SE SE,700.0,S,100.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1998-03-09 00:00:00,1998-07-18 00:00:00,2953.0,
25083230410000,1550,Continental Resources Inc,Shevlin  2-20H,OIL,Oil,PR,Producing,20,23,N,55,E, NW NW,175.0,N,495.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-08-21 00:00:00,2013-01-13 00:00:00,2602.0,20077.0
25083226850000,580,XTO Energy Inc.,Olson  11X-7,OIL,Oil,AX,P&A - Approved,7,22,N,60,E, NW NW,250.0,N,450.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-08-03 00:00:00,2008-02-24 00:00:00,1943.0,16816.0
25083220640000,118,Enerplus Resources USA Corporation,Natasha-Coon  1-14H,OIL,Oil,PR,Producing,1,23,N,57,E, SE SW,250.0,S,2020.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-10-17 00:00:00,2004-02-14 00:00:00,2372.0,19658.0
25085219310000,533,Oasis Petroleum North America LLC,Sage Brush 2758  41-9 #3T,OIL,Oil,PR,Producing,9,27,N,58,E, SW SW,200.0,S,1000.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-10-21 00:00:00,2014-05-09 00:00:00,2127.0,20564.0
25083232950000,404,Whiting Oil and Gas Corporation,Skov  31-27-3H,OIL,Oil,PR,Producing,27,25,N,59,E, NW NE,370.0,N,1560.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-08-15 00:00:00,2015-01-30 00:00:00,2024.0,20050.0
25083221540000,1550,Continental Resources Inc,Butka  1-5H,OIL,Oil,PR,Producing,5,23,N,54,E, NW NW,300.0,N,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-05-06 00:00:00,2005-10-16 00:00:00,2447.0,14425.0
25091219200000,622,"Bensun Energy, LLC",Bedwell 33-52  1-1H,OIL,Oil,SI,Shut In,1,33,N,52,E, NW NE,864.0,N,1722.0,E,H,11091,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-05-30 00:00:00,2012-09-10 00:00:00,2364.0,11683.0
25083224370000,118,Enerplus Resources USA Corporation,Coyote-Nevins  9-15H,OIL,Oil,PR,Producing,9,23,N,57,E, SW SE,380.0,S,1460.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-02-01 00:00:00,2006-06-02 00:00:00,2376.0,14365.0
25083223170000,779,"White Rock Oil & Gas, LLC",Qualley  3-9H,OIL,Oil,PR,Producing,9,22,N,58,E, NE NW,660.0,N,1980.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-06-21 00:00:00,2005-11-26 00:00:00,2299.0,14397.0
25083219460000,118,Enerplus Resources USA Corporation,Whiplash-Vaira  4-2-H,OIL,Oil,PR,Producing,4,24,N,55,E, W2 E2,260.0,N,2080.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2002-07-12 00:00:00,2003-01-10 00:00:00,2287.0,15942.0
25083231050000,1550,Continental Resources Inc,Gidley  1-18H,OIL,Oil,PR,Producing,18,25,N,52,E, SE SW,335.0,S,1980.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2013-01-24 00:00:00,2013-04-26 00:00:00,2319.0,13123.0
25083219710000,118,Enerplus Resources USA Corporation,Lone Tree-McMillen  12-15H,OIL,Oil,PR,Producing,12,23,N,56,E, SW SE,1300.0,S,1980.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-01-16 00:00:00,2003-03-16 00:00:00,,19256.0
25083221800000,1550,Continental Resources Inc,Constance  1-7H,OIL,Oil,PR,Producing,7,23,N,56,E, SW SW,200.0,S,1000.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-07-22 00:00:00,2007-02-13 00:00:00,2658.0,15412.0
25091219360000,713,Legacy Reserves Operating LP,Riva Ridge  0607-2H,OIL,Oil,PR,Producing,6,33,N,56,E, NW NE,380.0,N,2306.0,E,H,11091,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-11-13 00:00:00,2013-01-25 00:00:00,1995.0,17312.0
25005225280000,105,Citation Oil & Gas Corp.,BSU  D806H,EOR,"Injection, EOR",IA,Active Injection,6,31,N,20,E,SE SE SW,270.0,S,2370.0,W,H,1100,Bowes,1100,Bowes,1990-08-09 00:00:00,1990-11-02 00:00:00,2923.0,5200.0
25083224150000,536,Ovintiv USA Inc.,Anvik  2-12H,OIL,Oil,PR,Producing,12,22,N,57,E, NW NW,475.0,N,638.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-12-13 00:00:00,2006-02-17 00:00:00,2459.0,14490.0
25025219550000,664,"Denbury Onshore, LLC",Unit  11X-29CH,OIL,Oil,PR,Producing,29,8,N,60,E, NW NW,680.0,N,860.0,W,H,6680,Pennel,6680,Pennel,2001-02-26 00:00:00,2001-05-15 00:00:00,3104.0,12917.0
25083229960000,404,Whiting Oil and Gas Corporation,Kittleson Federal  34-23-1H,OIL,Oil,PR,Producing,23,26,N,57,E, SW SE,840.0,S,1645.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-05-24 00:00:00,2012-10-27 00:00:00,2174.0,21554.0
25085219330000,533,Oasis Petroleum North America LLC,Signal Butte Federal 2758  44-9 #2B,OIL,Oil,PR,Producing,9,27,N,58,E, SE SE,160.0,S,520.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-10-21 00:00:00,2014-05-12 00:00:00,2053.0,20090.0
25101238450000,2322,"EOG Resources, Inc.",E. Crooked Coulee  1-25H,OIL,Oil,AX,P&A - Approved,25,33,N,1,E, SW NE,2470.0,N,2477.0,E,H,2580,Devon,2580,Devon,1998-07-13 00:00:00,1998-10-28 00:00:00,3274.0,5258.0
25083228950000,882,"Grayson Mill Operating, LLC",Voss 11-14  2-H,OIL,Oil,PR,Producing,11,25,N,59,E, NE NE,425.0,N,1320.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2011-09-21 00:00:00,2012-02-06 00:00:00,1992.0,20144.0
25083220140000,580,XTO Energy Inc.,Larson  44X-18,OIL,Oil,SI,Shut In,18,23,N,58,E, SE SE,500.0,S,500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-06-03 00:00:00,2003-11-07 00:00:00,2342.0,15278.0
25085216840000,678,"Samson Oil and Gas USA, Inc.",Picard  11-33H,OIL,Oil,SI,Shut In,33,30,N,58,E, NW NW,534.0,N,281.0,W,H,11085,Gunsight,4100,Gunsight,2004-07-21 00:00:00,2004-10-15 00:00:00,2447.0,13602.0
25109210870000,664,"Denbury Onshore, LLC",Unit  34X-13AH,OIL,Oil,PR,Producing,13,11,N,57,E, SW SE,200.0,S,1950.0,E,H,6760,Pine,6760,Pine,1997-08-07 00:00:00,1999-09-27 00:00:00,2835.0,11407.0
25083223200000,536,Ovintiv USA Inc.,Mark Allen  1-32H,OIL,Oil,PR,Producing,32,25,N,56,E, NW NE,200.0,N,2120.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-06-28 00:00:00,2005-10-28 00:00:00,2545.0,15540.0
25085219850000,727,"Kraken Operating, LLC",Della 14-23  1H,OIL,Oil,PR,Producing,11,27,N,57,E, SW SW,350.0,S,280.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2017-07-26 00:00:00,2018-04-04 00:00:00,2128.0,20479.0
25083224390000,8205,"Wesco Operating, Inc.",Olivia  1-18H,OIL,Oil,PR,Producing,18,25,N,56,E, NE NW,300.0,N,2230.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-02-02 00:00:00,2006-10-02 00:00:00,2243.0,14795.0
25083229760000,6980,Slawson Exploration Company Inc,Dirk Federal  1-22-21H,OIL,Oil,PR,Producing,23,21,N,59,E, NW NW,587.0,N,286.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-04-27 00:00:00,2013-01-26 00:00:00,2183.0,16622.0
25025217070000,664,"Denbury Onshore, LLC",Mystery Creek  41-25HR,OIL,Oil,PR,Producing,25,9,N,58,E, NE NE,660.0,N,660.0,E,H,6220,Monarch,6220,Monarch,1997-11-17 00:00:00,1998-06-24 00:00:00,3017.0,14184.0
25083231370000,1550,Continental Resources Inc,Fitzsimons  1-26H,OIL,Oil,PR,Producing,26,23,N,54,E, NE NW,260.0,N,2165.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2013-03-25 00:00:00,2013-07-16 00:00:00,2572.0,14591.0
25025218200000,664,"Denbury Onshore, LLC",ELOB  34-13NH,EOR,"Injection, EOR",IA,Active Injection,13,7,N,60,E, SW SE,270.0,S,2280.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1998-12-29 00:00:00,1999-03-25 00:00:00,3096.0,16060.0
25085218920000,316,"Cardinal Oil,  LLC",Sorensen  1-6-7H,OIL,Oil,PR,Producing,6,29,N,57,E, NW NE,300.0,N,1980.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-10-16 00:00:00,2013-03-10 00:00:00,2340.0,19865.0
25083232630000,404,Whiting Oil and Gas Corporation,Malsam  14-18-1H,OIL,Oil,PR,Producing,18,24,N,60,E, SW SW,465.0,S,1200.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-06-16 00:00:00,2015-01-17 00:00:00,1994.0,21593.0
25025222270000,664,"Denbury Onshore, LLC",ELOB  22D-29NH 761,OIL,Oil,PR,Producing,29,7,N,61,E, SE NW,2635.0,N,1900.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2003-04-23 00:00:00,2003-07-18 00:00:00,3019.0,15040.0
25085217580000,794,"Foundation Energy Management, LLC",Lowenstein 28-58  14B-23-2H,OIL,Oil,PR,Producing,14,28,N,58,E, NW NW,200.0,N,1000.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-07-16 00:00:00,2010-10-25 00:00:00,2146.0,19533.0
25083226320000,118,Enerplus Resources USA Corporation,Buffalo-Heather  21-3-HID3,OIL,Oil,PR,Producing,21,24,N,55,E, NE NW,320.0,N,1830.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-04-13 00:00:00,2007-06-01 00:00:00,2437.0,14258.0
25083227760000,650,"MBI Oil and Gas, LLC",Sarah  1-5H,OIL,Oil,PR,Producing,5,24,N,59,E,  NE,250.0,N,1320.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2008-08-12 00:00:00,2009-02-14 00:00:00,2191.0,16066.0
25083225510000,580,XTO Energy Inc.,Fisher  14X-28,OIL,Oil,PR,Producing,28,26,N,52,E, SW SW,500.0,S,300.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-09-26 00:00:00,2007-01-09 00:00:00,2538.0,15201.0
25083224010000,1550,Continental Resources Inc,Thelma  1-23H,OIL,Oil,PR,Producing,23,25,N,55,E, NW NW,150.0,N,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-11-17 00:00:00,2006-05-14 00:00:00,2334.0,14666.0
25085217240000,6980,Slawson Exploration Company Inc,Interceptor  1-17H,OIL,Oil,AU,Abandoned - Unapproved,17,29,N,59,E, NE NE,1180.0,N,1220.0,E,H,11085,Red Bank,7400,Red Bank,2007-10-29 00:00:00,2008-03-14 00:00:00,2481.0,12500.0
25083222240000,6980,Slawson Exploration Company Inc,Matador  2-13H,OIL,Oil,PR,Producing,13,24,N,53,E, SE SW,500.0,S,1880.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-10-26 00:00:00,2004-12-18 00:00:00,2495.0,14816.0
25083224840000,6980,Slawson Exploration Company Inc,Pershing  1-24H,OIL,Oil,AU,Abandoned - Unapproved,24,24,N,52,E, NE NE,400.0,N,300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-27 00:00:00,2006-08-05 00:00:00,2251.0,14769.0
25083226250000,118,Enerplus Resources USA Corporation,Frostbite-Franz  7-3-614HR,OIL,Oil,PR,Producing,7,23,N,57,E, NE NW,335.0,N,1540.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-03-12 00:00:00,2007-05-24 00:00:00,2471.0,15200.0
25091217040000,871,"D90 Energy, LLC",Eggen  1H,OIL,Oil,SI,Shut In,4,37,N,58,E, NE SE,2501.0,S,1301.0,E,H,3200,Flat Lake,3200,Flat Lake,1996-06-26 00:00:00,1996-08-17 00:00:00,2179.0,10187.0
25083225410000,1550,Continental Resources Inc,Alice  2-28H,OIL,Oil,PR,Producing,28,23,N,56,E, NW NE,325.0,N,2300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-08-31 00:00:00,2007-01-14 00:00:00,2492.0,16076.0
25083225570000,536,Ovintiv USA Inc.,Anvik  3-12H,OIL,Oil,PR,Producing,12,22,N,57,E, NW NE,476.0,N,2043.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-10-19 00:00:00,2007-02-23 00:00:00,2343.0,14385.0
25083233520000,727,"Kraken Operating, LLC",RKT Carda 7-6  #1H,OIL,Oil,SI,Shut In,7,25,N,59,E, SE SE,377.0,S,450.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-03-06 00:00:00,2018-06-01 00:00:00,2054.0,20686.0
25091217030000,871,"D90 Energy, LLC",Hellegaard  1H RE,OIL,Oil,PR,Producing,15,37,N,57,E, SE NE,2470.0,N,1270.0,E,H,3200,Flat Lake,3200,Flat Lake,1996-06-26 00:00:00,1996-10-06 00:00:00,2216.0,10261.0
25025224500000,664,"Denbury Onshore, LLC",ELOB  24C-10NH 760,OIL,Oil,PR,Producing,10,7,N,60,E, SE SW,385.0,S,1400.0,W,H,5710,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2004-10-15 00:00:00,2004-12-14 00:00:00,3050.0,19854.0
25025217960000,664,"Denbury Onshore, LLC",ELOB  41-35H,OIL,Oil,PR,Producing,35,7,N,60,E, NE NE,400.0,N,660.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1998-11-20 00:00:00,1999-01-16 00:00:00,3073.0,15700.0
25083228880000,1550,Continental Resources Inc,Jeannette  2-11H,OIL,Oil,PR,Producing,11,23,N,54,E, NE NE,200.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2011-05-17 00:00:00,2011-11-22 00:00:00,2627.0,19475.0
25085219050000,533,Oasis Petroleum North America LLC,Romo Bro Louise 2759  43-9B,OIL,Oil,PR,Producing,9,27,N,59,E, SW SE,255.0,S,1570.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-02-06 00:00:00,2013-06-24 00:00:00,2213.0,20300.0
25083232440000,404,Whiting Oil and Gas Corporation,Weber Federal  24-30-3H,OIL,Oil,PR,Producing,30,24,N,60,E, SE SW,340.0,S,1725.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-03-14 00:00:00,2014-09-07 00:00:00,1923.0,20484.0
25085217970000,533,Oasis Petroleum North America LLC,Falcon Federal 2759  12-16H,OIL,Oil,PR,Producing,16,27,N,59,E, NE NW,200.0,N,2592.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2011-04-01 00:00:00,2011-12-21 00:00:00,2241.0,20495.0
25083223220000,1550,Continental Resources Inc,Nola  1-22H,OIL,Oil,PR,Producing,22,26,N,54,E, SE NE,1460.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-07-01 00:00:00,2005-08-28 00:00:00,2124.0,15369.0
25083232780000,404,Whiting Oil and Gas Corporation,Iverson Bros  14-33-3H,OIL,Oil,PR,Producing,33,26,N,58,E, SE SW,350.0,S,1390.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-07-09 00:00:00,2019-03-08 00:00:00,2208.0,21641.0
25083219590000,118,Enerplus Resources USA Corporation,Penelope-Gladowski  24-4H,OIL,Oil,PR,Producing,24,24,N,55,E, NW NW,300.0,N,600.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2002-10-11 00:00:00,2003-02-20 00:00:00,2390.0,14281.0
25025217840000,664,"Denbury Onshore, LLC",ELOB  14-25NH,EOR,"Injection, EOR",IA,Active Injection,25,7,N,60,E, SW SW,400.0,S,500.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1998-08-24 00:00:00,1998-11-03 00:00:00,3065.0,16152.0
25083224650000,118,Enerplus Resources USA Corporation,Peanut-Danielson  15-14HID,OIL,Oil,SI,Shut In,15,24,N,57,E, SE SW,180.0,S,2110.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-04 00:00:00,2006-07-07 00:00:00,2439.0,14726.0
25109211720000,664,"Denbury Onshore, LLC",South Pine  24-22AH,OIL,Oil,PR,Producing,22,11,N,57,E, SE SW,1235.0,S,2600.0,W,H,6760,Pine,6760,Pine,2006-02-22 00:00:00,2006-08-17 00:00:00,2626.0,12220.0
25083229290000,1550,Continental Resources Inc,Devin  1-13H,OIL,Oil,PR,Producing,13,26,N,53,E, NE NW,200.0,N,1720.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-01-09 00:00:00,2013-01-25 00:00:00,2415.0,19386.0
25083227650000,580,XTO Energy Inc.,Childers  24X-11,OIL,Oil,SI,Shut In,11,25,N,53,E, SE SW,200.0,S,2190.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-06-23 00:00:00,2008-12-05 00:00:00,2365.0,18958.0
25083225830000,1550,Continental Resources Inc,Linnea  2-13H,OIL,Oil,PR,Producing,13,23,N,55,E, NW NE,160.0,N,2500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-12-15 00:00:00,2007-03-25 00:00:00,2580.0,15780.0
25025223950000,664,"Denbury Onshore, LLC",Unit  34-33CCH,OIL,Oil,PR,Producing,33,7,N,60,E, SW SE,685.0,S,2515.0,E,H,5700,Lookout Butte,5700,Lookout Butte,2004-06-30 00:00:00,2005-04-26 00:00:00,3090.0,12615.0
25083224380000,6980,Slawson Exploration Company Inc,Stinger  1-28H,OIL,Oil,PR,Producing,28,24,N,53,E, NE NE,250.0,N,500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-02-02 00:00:00,2006-05-05 00:00:00,2331.0,15068.0
25021211640000,664,"Denbury Onshore, LLC",NPG NCT-10 (N102)  43X-07H,OIL,Oil,SI,Shut In,7,14,N,55,E, NE SE,1650.0,S,660.0,E,H,3760,Glendive,3760,Glendive,2004-09-24 00:00:00,2005-02-21 00:00:00,2157.0,11869.0
25091219160000,891,Bowline Energy LLC,Raymond Sveet  31-29H,OIL,Oil,PR,Producing,29,31,N,59,E, NW NE,349.0,N,2137.0,E,H,11091,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-05-15 00:00:00,2012-09-29 00:00:00,,19660.0
25083225360000,779,"White Rock Oil & Gas, LLC",Dynneson  2-31H,OIL,Oil,SI,Shut In,31,24,N,58,E, NW NE,772.0,N,1964.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-08-22 00:00:00,2007-05-16 00:00:00,2475.0,14304.0
25083231510000,1550,Continental Resources Inc,Mifflin  1-30H,OIL,Oil,PR,Producing,30,23,N,54,E, NW NE,260.0,N,1780.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-05-10 00:00:00,2013-09-16 00:00:00,,14438.0
25083226330000,118,Enerplus Resources USA Corporation,Leghorn-Hazard  32-15-HID3,OIL,Oil,PR,Producing,32,23,N,58,E, SW SE,310.0,S,1855.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-04-13 00:00:00,2007-07-12 00:00:00,2307.0,14640.0
25083221810000,118,Enerplus Resources USA Corporation,Foghorn-Corkran  20-2H,OIL,Oil,PR,Producing,20,23,N,58,E, NW NE,250.0,N,2270.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-07-22 00:00:00,2004-11-19 00:00:00,2379.0,20015.0
25083222930000,118,Enerplus Resources USA Corporation,Snydley-Paul  8-2H,OIL,Oil,PR,Producing,8,24,N,55,E, NW NE,245.0,N,2100.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-04-12 00:00:00,2005-08-19 00:00:00,2397.0,14200.0
25025230980000,664,"Denbury Onshore, LLC",Unit  CH31-17SH,OIL,Oil,PR,Producing,17,10,N,58,E, NW NE,1234.0,N,2269.0,E,H,11025,Cabin Creek,1620,Cabin Creek,2018-10-11 00:00:00,2018-12-17 00:00:00,2751.0,12570.0
25083223620000,1550,Continental Resources Inc,June  1-8H,OIL,Oil,PR,Producing,8,24,N,53,E, NW SW,2000.0,S,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-09-19 00:00:00,2006-05-14 00:00:00,2359.0,15078.0
25025230880000,664,"Denbury Onshore, LLC",Little Beaver East Unit  MC22-30NH,OIL,Oil,PR,Producing,30,4,N,62,E, SW NE,1625.0,N,2356.0,E,H,11025,"Little Beaver, East",5420,"Little Beaver, East",2018-06-15 00:00:00,2018-12-20 00:00:00,3102.0,15116.0
25085219170000,727,"Kraken Operating, LLC",Williams  1-12H,OIL,Oil,PR,Producing,12,27,N,57,E, NE SE,1980.0,S,300.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-06-07 00:00:00,2014-02-24 00:00:00,2144.0,19605.0
25085220030000,727,"Kraken Operating, LLC",Mulder  22-15 #1H,OIL,Oil,PR,Producing,27,28,N,58,E, NE NW,1060.0,N,2267.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2019-05-30 00:00:00,2019-11-06 00:00:00,2006.0,20512.0
25025220070000,664,"Denbury Onshore, LLC",Unit  24X-05BH,OIL,Oil,PR,Producing,5,7,N,60,E, SE SW,275.0,S,1500.0,W,H,6680,Pennel,6680,Pennel,2001-07-22 00:00:00,2001-09-28 00:00:00,3027.0,13960.0
25025222500000,664,"Denbury Onshore, LLC",Coral Creek  12XX-14CCH,OIL,Oil,PR,Producing,14,6,N,60,E, SW NW,1565.0,N,585.0,W,H,5700,Lookout Butte,5700,Lookout Butte,2003-07-09 00:00:00,2003-10-08 00:00:00,3115.0,12791.0
25085219890000,727,"Kraken Operating, LLC",Gehringer 24-13  #4H,OIL,Oil,PR,Producing,25,28,N,58,E, NW NE,386.0,N,1691.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2017-12-08 00:00:00,2018-11-13 00:00:00,2038.0,20417.0
25083226350000,118,Enerplus Resources USA Corporation,Bullwinkle-Redtruck  34-15-HID3,OIL,Oil,PR,Producing,34,24,N,57,E, SW SE,250.0,S,1777.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-04-13 00:00:00,2007-07-26 00:00:00,2574.0,14764.0
25025217720000,5000,Burlington Resources Oil & Gas Company LP,State Dodge  14-16NH,OIL,Oil,AX,P&A - Approved,16,7,N,61,E, SW SW,390.0,S,390.0,W,H,9790,Windy Ridge,9790,Windy Ridge,1998-05-28 00:00:00,1998-07-19 00:00:00,,15125.0
